"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","tenure_group","Churn"
"353","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.15,574.35,"0-12 Month","No"
"354","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.8,371.9,"0-12 Month","Yes"
"355","Female","Yes","No","No","No","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",41.9,840.1,"12-24 Month","Yes"
"356","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",80.25,846,"0-12 Month","Yes"
"357","Female","Yes","No","No","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",54.1,889,"12-24 Month","No"
"358","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Electronic check",105.25,6823.4,"> 60 Month","No"
"359","Male","Yes","Yes","No","No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",30.75,805.1,"24-48 Month","Yes"
"360","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Electronic check",97.1,4016.75,"24-48 Month","No"
"361","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.2,83.75,"0-12 Month","No"
"362","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",98.8,3959.15,"24-48 Month","No"
"363","Male","No","Yes","No","Yes","No","DSL","No","No","Yes","No","No","No","One year","No","Credit card (automatic)",50.3,2878.55,"48-60 Month","No"
"364","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",20.55,945.7,"24-48 Month","No"
"365","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.9,1373.05,"12-24 Month","No"
"366","Male","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",96.5,492.55,"0-12 Month","Yes"
"367","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",59.95,1406,"12-24 Month","No"
"368","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.15,19.15,"0-12 Month","No"
"369","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",98.65,6962.85,"> 60 Month","No"
"370","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",112.6,8126.65,"> 60 Month","No"
"371","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.6,690.25,"24-48 Month","No"
"372","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.65,181.5,"0-12 Month","Yes"
"373","Male","No","No","Yes","No","No","DSL","Yes","No","No","Yes","No","No","Two year","No","Mailed check",35.75,830.8,"12-24 Month","No"
"374","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",99.75,5608.4,"48-60 Month","No"
"375","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",96.1,3646.8,"24-48 Month","No"
"376","Female","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",85.1,3662.25,"24-48 Month","No"
"377","Male","No","No","No","No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.35,25.35,"0-12 Month","No"
"378","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.95,2566.5,"24-48 Month","Yes"
"379","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",89.65,5308.7,"> 60 Month","No"
"380","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","One year","No","Electronic check",86.75,1410.25,"12-24 Month","No"
"381","Female","No","Yes","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",86.2,3339.05,"24-48 Month","No"
"382","Male","No","No","No","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",50.65,50.65,"0-12 Month","Yes"
"383","Male","Yes","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",64.8,4732.35,"> 60 Month","No"
"384","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",90.85,90.85,"0-12 Month","Yes"
"385","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.1,5067.45,"24-48 Month","No"
"386","Male","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.95,214.75,"0-12 Month","Yes"
"387","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",85.45,4874.7,"48-60 Month","Yes"
"388","Female","No","No","No","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check",54.75,2348.45,"24-48 Month","No"
"389","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check",90.4,4063,"24-48 Month","No"
"390","Male","No","No","Yes","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44,44,"0-12 Month","No"
"391","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.6,2595.25,"24-48 Month","No"
"392","Male","Yes","Yes","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",84.8,2309.55,"24-48 Month","No"
"393","Female","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.3,89.3,"0-12 Month","No"
"394","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.9,367.55,"12-24 Month","No"
"395","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.05,3944.5,"24-48 Month","No"
"396","Female","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.05,5965.95,"> 60 Month","No"
"397","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",109.9,3694.7,"24-48 Month","No"
"398","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.95,2524.45,"24-48 Month","Yes"
"399","Male","Yes","No","No","No","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",54.6,1803.7,"24-48 Month","No"
"400","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.05,415.1,"12-24 Month","No"
"401","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",19.75,624.15,"24-48 Month","No"
"402","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.05,237.7,"0-12 Month","No"
"403","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.45,7007.6,"> 60 Month","Yes"
"404","Female","No","Yes","No","Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",55.9,3848.8,"> 60 Month","No"
"405","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.7,419.4,"12-24 Month","No"
"406","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.8,1468.75,"> 60 Month","No"
"407","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",95.4,5812,"48-60 Month","No"
"408","Male","Yes","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",93.95,2861.45,"24-48 Month","No"
"409","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.9,19.9,"0-12 Month","Yes"
"410","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.6,19.6,"0-12 Month","Yes"
"411","Male","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.35,233.7,"0-12 Month","Yes"
"412","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",24.45,1066.15,"24-48 Month","No"
"413","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,2149.05,"24-48 Month","No"
"414","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",87.35,4473,"48-60 Month","No"
"415","Female","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",70.65,3545.05,"24-48 Month","No"
"416","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",73.25,1195.75,"12-24 Month","No"
"417","Male","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",98.7,6858.9,"> 60 Month","No"
"418","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Mailed check",24.8,1024.7,"24-48 Month","No"
"419","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",83.3,1845.9,"12-24 Month","Yes"
"420","Female","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.3,75.3,"0-12 Month","Yes"
"421","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.3,132.25,"0-12 Month","No"
"422","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.85,515.45,"0-12 Month","No"
"423","Male","No","No","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",100.55,2830.45,"24-48 Month","No"
"424","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",25.7,1110.5,"24-48 Month","No"
"425","Female","No","No","No","No","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",40.7,449.3,"0-12 Month","No"
"426","Female","Yes","Yes","No","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",51.65,2838.55,"48-60 Month","No"
"427","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.1,5376.4,"48-60 Month","No"
"428","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.95,858.6,"0-12 Month","No"
"429","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.6,1395.05,"12-24 Month","No"
"430","Female","No","Yes","No","Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",58.25,3975.7,"> 60 Month","No"
"431","Female","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.4,1182.55,"> 60 Month","Yes"
"432","Female","No","Yes","Yes","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",65.2,4784.45,"> 60 Month","No"
"433","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Electronic check",53.45,119.5,"0-12 Month","No"
"434","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",45.4,518.9,"0-12 Month","Yes"
"435","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","Yes","Electronic check",19.75,899.45,"24-48 Month","No"
"436","Female","No","No","No","No","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",44.45,1183.8,"24-48 Month","No"
"437","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",20.85,720.05,"24-48 Month","No"
"438","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",114.05,8468.2,"> 60 Month","No"
"439","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.85,3161.2,"24-48 Month","No"
"440","Male","No","No","No","Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",55.05,55.05,"0-12 Month","No"
"441","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",112.95,1882.55,"12-24 Month","No"
"442","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",101.55,5070.4,"48-60 Month","No"
"443","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",114.65,6049.5,"48-60 Month","No"
"444","Female","No","No","Yes","Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Electronic check",64.8,1166.7,"12-24 Month","No"
"445","Female","No","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.4,2937.65,"24-48 Month","No"
"446","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.9,6396.45,"48-60 Month","Yes"
"447","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",69.55,69.55,"0-12 Month","Yes"
"448","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",25.05,1270.25,"48-60 Month","No"
"449","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,759.55,"0-12 Month","No"
"450","Male","No","Yes","Yes","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",105.5,7611.55,"> 60 Month","No"
"451","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",24.7,1642.75,"> 60 Month","No"
"452","Female","Yes","No","No","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Mailed check",69.75,1545.4,"12-24 Month","No"
"453","Male","No","Yes","No","No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",60.2,3582.4,"48-60 Month","No"
"454","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.05,2227.1,"24-48 Month","Yes"
"455","Female","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",24.4,1417.9,"> 60 Month","No"
"456","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.15,2494.65,"12-24 Month","No"
"457","Male","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",92.9,2768.35,"24-48 Month","No"
"458","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",80.8,2369.3,"24-48 Month","No"
"459","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20,38,"0-12 Month","No"
"460","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.1,75.1,"0-12 Month","No"
"461","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.65,100.9,"0-12 Month","No"
"462","Female","No","Yes","No","Yes","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",69.45,1614.05,"12-24 Month","No"
"463","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",101.15,385.9,"0-12 Month","Yes"
"464","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,673.25,"0-12 Month","Yes"
"465","Male","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.05,8404.9,"> 60 Month","No"
"466","Male","No","No","No","No","No","DSL","No","No","No","Yes","No","Yes","Two year","Yes","Mailed check",40.05,2799.75,"> 60 Month","No"
"467","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",102.1,6538.45,"> 60 Month","No"
"468","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Electronic check",89.7,6588.95,"> 60 Month","No"
"469","Female","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.9,868.1,"24-48 Month","No"
"470","Female","No","Yes","Yes","Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",55.95,734.35,"12-24 Month","Yes"
"471","Female","Yes","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.65,330.6,"12-24 Month","No"
"472","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55,55,"0-12 Month","Yes"
"473","Male","No","Yes","No","Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Mailed check",70.05,564.4,"0-12 Month","No"
"474","Male","No","Yes","No","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",53.6,1315.35,"12-24 Month","No"
"475","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.7,74.7,"0-12 Month","Yes"
"476","Male","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",80.25,1861.5,"12-24 Month","Yes"
"477","Male","Yes","Yes","Yes","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",76.05,2747.2,"24-48 Month","No"
"478","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",75.7,554.05,"0-12 Month","No"
"479","Male","No","No","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",96.1,453.4,"0-12 Month","Yes"
"480","Female","No","No","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69,994.8,"12-24 Month","Yes"
"481","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.65,225.75,"0-12 Month","No"
"482","Female","No","Yes","No","No","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",45.3,2145,"24-48 Month","Yes"
"483","Female","Yes","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.45,1671.6,"12-24 Month","No"
"484","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",108.5,8003.8,"> 60 Month","No"
"485","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.55,680.05,"0-12 Month","Yes"
"486","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Two year","Yes","Credit card (automatic)",84.5,6130.85,"> 60 Month","No"
"487","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.15,1415,"12-24 Month","No"
"488","Male","No","No","No","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",88.6,6201.95,"> 60 Month","No"
"490","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.35,74.35,"0-12 Month","Yes"
"491","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.8,6597.25,"> 60 Month","No"
"492","Female","No","No","No","Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",59,114.15,"0-12 Month","No"
"493","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,139.4,"0-12 Month","Yes"
"494","Male","Yes","Yes","No","Yes","Yes","DSL","No","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)",64.05,3902.6,"> 60 Month","No"
"495","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.4,20.4,"0-12 Month","No"
"496","Male","No","No","No","No","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",43.75,903.6,"12-24 Month","Yes"
"497","Male","No","Yes","No","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",60.9,1785.65,"24-48 Month","No"
"498","Female","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.8,1397.65,"> 60 Month","No"
"499","Female","Yes","No","No","No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",28.45,131.05,"0-12 Month","Yes"
"500","Female","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.7,1238.45,"0-12 Month","Yes"
"501","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",116.25,3899.05,"24-48 Month","No"
"502","Female","Yes","Yes","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","Yes","Credit card (automatic)",80.7,5676,"> 60 Month","No"
"503","Female","No","Yes","Yes","Yes","Yes","DSL","Yes","No","No","No","No","Yes","One year","No","Bank transfer (automatic)",65.2,4543.15,"> 60 Month","No"
"504","Female","No","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.05,4326.8,"48-60 Month","No"
"505","Male","No","No","Yes","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",79.45,5502.55,"> 60 Month","No"
"506","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",94.1,1782.4,"12-24 Month","Yes"
"507","Male","No","No","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",78,851.8,"0-12 Month","No"
"508","Male","No","Yes","No","Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,167.5,"0-12 Month","Yes"
"509","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.5,502.85,"0-12 Month","Yes"
"510","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.85,19.85,"0-12 Month","No"
"511","Male","Yes","Yes","Yes","Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",94.3,1818.3,"12-24 Month","No"
"512","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.45,6300.15,"> 60 Month","No"
"513","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.35,334.8,"0-12 Month","Yes"
"514","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.45,5916.95,"48-60 Month","No"
"515","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",95,2852.4,"24-48 Month","No"
"516","Male","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",104.8,4131.95,"24-48 Month","Yes"
"517","Female","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",54.3,1546.3,"24-48 Month","No"
"518","Female","Yes","Yes","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.05,302.6,"0-12 Month","No"
"519","Female","Yes","Yes","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.2,1929.35,"24-48 Month","Yes"
"520","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.05,265.45,"0-12 Month","No"
"521","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",105.4,6989.45,"> 60 Month","No"
"522","Male","Yes","Yes","No","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.6,1442,"24-48 Month","No"
"523","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",85.5,4713.4,"48-60 Month","No"
"524","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",75.6,1758.6,"12-24 Month","Yes"
"525","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3480,"24-48 Month","Yes"
"526","Male","No","No","No","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Electronic check",91.25,4738.3,"48-60 Month","No"
"527","Male","Yes","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.75,8399.15,"> 60 Month","No"
